school_id,lng,lat,school,county,subcounty,n,N,prev
207,39.4866333007812,-3.98703002929688,Mnyenzeni,Kwale,Kinango,0,60,0
208,39.3057518005371,-4.52858543395996,Mshiu,Kwale,Lunga Lunga,3,49,6.12244897959184
209,39.5138626098633,-4.34138488769531,Mtsangatifu,Kwale,Msambweni,6,50,12
210,39.1792144775391,-3.99082541465759,Mulunguni,Kwale,Kinango,0,43,0
211,39.5473899841309,-4.31713819503784,Mvindeni,Kwale,Msambweni,4,50,8
212,39.2703666687012,-4.48095178604126,Mwabovo,Kwale,Lunga Lunga,2,51,3.92156862745098
213,39.3774757385254,-4.46229982376099,Mwachande,Kwale,Msambweni,15,50,30
214,39.5724220275879,-4.25280857086182,Mwachema,Kwale,Matuga,2,50,4
215,39.5547714233398,-4.10845327377319,Mwachipanga,Kwale,Matuga,0,47,0
216,39.0253868103027,-4.35494661331177,Mwakalanga A,Kwale,Lunga Lunga,0,50,0
217,39.1071090698242,-4.15010356903076,Mwakijembe A,Kwale,Kinango,0,51,0
218,39.5740699768066,-4.23690843582153,Mwaligulu,Kwale,Matuga,0,50,0
219,39.4601516723633,-4.36417102813721,Mwaloya,Kwale,Msambweni,3,44,6.81818181818182
220,39.0918273925781,-4.21351146697998,Mwaluvuno,Kwale,Kinango,0,35,0
221,39.3220748901367,-4.47642517089844,Mwambalazi,Kwale,Lunga Lunga,0,45,0
222,39.2133636474609,-4.57361650466919,Mwamose,Kwale,Lunga Lunga,0,52,0
223,39.364803314209,-3.75675845146179,Mwangoloto,Kwale,Kinango,0,44,0
224,39.1911201477051,-4.44098997116089,Mwanguda,Kwale,Lunga Lunga,0,51,0
225,39.1273956298828,-4.40948009490967,Mwangulu,Kwale,Lunga Lunga,0,50,0
226,39.2775917053223,-4.52065992355347,Mwangwei,Kwale,Lunga Lunga,7,50,14
227,39.4961013793945,-4.3072714805603,Mwanjamba,Kwale,Msambweni,5,50,10
228,39.4757881164551,-4.14803314208984,Mwanzwani,Kwale,Matuga,0,60,0
229,39.2688636779785,-3.67974662780762,Mwarophesa,Kwale,Kinango,0,48,0
230,39.4848709106445,-3.93310809135437,Mwashanga,Kwale,Kinango,0,50,0
231,39.5687065124512,-4.16903352737427,Mwatate,Kwale,Matuga,0,48,0
232,39.1376457214355,-4.33765125274658,Mwereni,Kwale,Lunga Lunga,0,50,0
233,39.2335433959961,-4.2685284614563,Mzinji,Kwale,Matuga,0,50,0
234,39.5558700561523,-4.27153491973877,Ngori,Kwale,Msambweni,1,50,2
235,39.1335601806641,-4.09565353393555,Nyalani,Kwale,Kinango,2,43,4.65116279069768
236,39.5403671264648,-4.13264513015747,Nzora,Kwale,Matuga,0,50,0
237,39.400463104248,-4.52505683898926,Ramisi,Kwale,Msambweni,12,48,25
238,39.2831497192383,-3.62012004852295,Silaloni,Kwale,Kinango,0,53,0
239,39.2087326049805,-3.59523177146912,Sirira/Matamji,Kwale,Kinango,0,38,0
240,39.3688507080078,-4.11929845809937,Tsahuni,Kwale,Kinango,0,52,0
241,39.1670799255371,-4.04406023025513,Vigurungani,Kwale,Kinango,0,45,0
242,39.406379699707,-3.91990923881531,Vitsakaviri,Kwale,Kinango,0,50,0
243,39.5614166259766,-4.19547653198242,Voroni,Kwale,Matuga,0,50,0
244,39.5244674682617,-4.26300668716431,Vukani,Kwale,Msambweni,0,48,0
245,39.490348815918,-4.36855173110962,Zigira,Kwale,Msambweni,3,49,6.12244897959184
246,40.905445098877,-2.27893471717834,Langoni,Lamu,Lamu West,13,50,26
247,40.9162483215332,-2.26184177398682,Manda Maganga,Lamu,Lamu West,1,48,2.08333333333333
248,40.8975486755371,-2.26545882225037,Bajuri,Lamu,Lamu West,0,9,0
249,40.7843742370605,-2.04811215400696,Bargoni,Lamu,Lamu West,5,60,8.33333333333333
250,40.7983016967773,-2.13832664489746,Bobo,Lamu,Lamu West,0,34,0
251,40.8565979003906,-2.2098650932312,Bora Imani,Lamu,Lamu West,2,27,7.40740740740741
252,41.1118583679199,-2.05744242668152,Faza,Lamu,Lamu East,4,50,8
253,40.8997650146484,-2.27152800559998,Gadeni,Lamu,Lamu West,5,41,12.1951219512195
254,40.6067695617676,-2.40815997123718,Jericho,Lamu,Lamu West,0,49,0
255,40.3883819580078,-2.34180331230164,Kakate,Lamu,Lamu West,0,31,0
256,40.900634765625,-2.28368496894836,Kihobe,Lamu,Lamu West,29,50,58
257,40.8403701782227,-2.2329638004303,Kilimani,Lamu,Lamu West,3,59,5.08474576271187
258,41.2629737854004,-2.01737570762634,Kiwayuu,Lamu,Lamu East,0,6,0
259,40.6947441101074,-2.44509506225586,Lake Amu,Lamu,Lamu West,2,59,3.38983050847458
260,40.5601043701172,-2.41114497184753,Lumshi,Lamu,Lamu West,1,54,1.85185185185185
261,40.540096282959,-2.41232824325562,Maisha Masha,Lamu,Lamu West,1,50,2
262,40.9382514953613,-2.28248000144958,Manda Maweni,Lamu,Lamu West,1,47,2.12765957446809
263,40.907901763916,-2.28923177719116,Mararani,Lamu,Lamu West,1,51,1.96078431372549
264,40.0397682189941,-1.53313004970551,Mikinduni,Lamu,Lamu West,33,47,70.2127659574468
265,40.6313323974609,-2.34276008605957,Mini Valley,Lamu,Lamu West,2,45,4.44444444444444
266,40.3217124938965,-2.36011171340942,Moa,Lamu,Lamu West,3,41,7.31707317073171
267,40.6491317749023,-2.39475989341736,Mugumoini,Lamu,Lamu West,0,50,0
268,40.7238235473633,-2.40102171897888,Muungano,Lamu,Lamu West,0,59,0
269,41.128173828125,-2.07718920707703,Myabogi,Lamu,Lamu East,5,50,10
270,41.210807800293,-2.0121853351593,Ndau,Lamu,Lamu East,0,2,0
271,40.9969635009766,-2.13980841636658,Pate,Lamu,Lamu East,4,43,9.30232558139535
272,40.6341743469238,-2.28607821464539,Salama,Lamu,Lamu West,0,50,0
273,40.6064682006836,-2.36082172393799,Sefu,Lamu,Lamu West,1,47,2.12765957446809
274,40.9134788513184,-2.29332494735718,Shella,Lamu,Lamu West,0,58,0
275,40.6235427856445,-2.39464163780212,Sinambio,Lamu,Lamu West,0,50,0
276,41.0596580505371,-2.10282897949219,Siyu,Lamu,Lamu East,2,46,4.34782608695652
277,40.7844085693359,-2.38726830482483,Swabaha,Lamu,Lamu West,4,60,6.66666666666667
278,40.7443771362305,-2.41102838516235,Tewe,Lamu,Lamu West,3,60,5
279,40.781852722168,-2.20223665237427,Ungu,Lamu,Lamu West,0,38,0
280,40.8989524841309,-2.26338672637939,Wiyoni,Lamu,Lamu West,7,12,58.3333333333333
281,37.7623481750488,-3.26614665985107,Ziwani,Lamu,Lamu West,1,60,1.66666666666667
282,41.1433219909668,-2.07413125038147,Kizingitini,Lamu,Lamu East,1,48,2.08333333333333
283,39.7817230224609,-3.89202666282654,Kikambala,Mombasa,Likoni,0,49,0
284,39.6571807861328,-4.05049991607666,Abu Hureira,Mombasa,Mvita,0,59,0
285,39.6170921325684,-3.99780249595642,Aldina,Mombasa,Jomvu,0,59,0
286,39.611328125,-3.99797582626343,Aldina Majengo Mapya,Mombasa,Jomvu,0,60,0
287,39.654411315918,-4.07941007614136,Amurt,Mombasa,Likoni,3,50,6
288,39.6675262451172,-4.05569648742676,Arya,Mombasa,Mvita,0,41,0
289,39.6925811767578,-4.03422355651855,Azhar Shariff,Mombasa,Nyali,2,41,4.87804878048781
