county,subcounty,ward,school,school_id,lng,lat,n,N,prev
Kajiado,Kajiado West,Ewuaso Oo Nkidong I,Ewuaso Pri,4220512,36.5002029,-1.1615754,4,32,12
Kajiado,Kajiado West,Ewuaso Oo Nkidong I,Kibiko Pry,4220513,36.6379021,-1.347784,0,32,0
Kajiado,Kajiado West,Iloodokilani,Elankata Wuas,4220521,36.592916,-1.9022913,0,35,0
Kajiado,Kajiado West,Iloodokilani,Sinkiraine,4220522,36.4959463,-1.91927,0,33,0
Kajiado,Kajiado West,Iloodokilani,Torosei,4220523,36.410026,-2.2644702,0,35,0
Kajiado,Kajiado West,Keekonyokie,Naromoru,4220531,36.692217,-1.453075,1,32,3
Kajiado,Kajiado West,Keekonyokie,Esonorua,4220532,36.393673,-1.6072576,0,32,0
Kajiado,Kajiado West,Keekonyokie,Esilanke,4220533,36.6848075,-1.7164558,0,32,0
Kajiado,Kajiado West,Magadi,Oldonyonyokie,4220541,36.3457312,-1.77935,0,32,0
Kajiado,Kajiado West,Magadi,Shompole,4220542,36.1245311,-2.0915737,3,32,9
Kajiado,Kajiado West,Magadi,Oloibortoto,4220543,36.0611049,-1.8132824,22,32,69
Kajiado,Kajiado West,Mosiro,Embarbal Pri,4220551,36.1747242,-1.5588336,0,32,0
Kajiado,Kajiado West,Mosiro,Oldepe,4220552,36.2735182,-1.3591178,0,32,0
Kajiado,Kajiado West,Mosiro,Oldorko Mosiro,4220553,36.1421634,-1.4767678,0,34,0
Elgeyo/Marakwet,Keiyo North,Emsoo,Kermuk,4240111,35.5998528,0.8458586,0,32,0
Elgeyo/Marakwet,Keiyo North,Kamariny,St Peters Kapkoi,4240121,35.5081345,0.5260681,1,32,3
Elgeyo/Marakwet,Keiyo North,Kamariny,Kaplamai,4240122,35.4215899,0.6911097,0,32,0
Elgeyo/Marakwet,Keiyo North,Kamariny,Katalel,4240123,35.4729719,0.6380523,0,32,0
Elgeyo/Marakwet,Keiyo North,Kamariny,Kapteren,4240124,35.4804178,0.5664002,0,32,0
Elgeyo/Marakwet,Keiyo North,Kapchemutwa,St. Peter���S Chebokokwa.,4240131,35.4861463,0.6895411,0,32,0
Elgeyo/Marakwet,Keiyo North,Kapchemutwa,Msekekwa,4240132,35.526671,0.7664442,1,32,3
Elgeyo/Marakwet,Keiyo North,Kapchemutwa,Singore Pr,4240133,35.5145987,0.7155433,0,32,0
Elgeyo/Marakwet,Keiyo North,Kapchemutwa,Kaplolo,4240134,35.495078,0.7687524,0,32,0
Elgeyo/Marakwet,Keiyo North,Tambach,Emkong Primary School,4240141,35.5542163,0.6159783,0,32,0
Elgeyo/Marakwet,Keiyo North,Tambach,Chepkogin,4240142,35.5250906,0.6109226,0,32,0
Elgeyo/Marakwet,Keiyo North,Tambach,Nyawa,4240143,35.5325981,0.6694619,0,32,0
Elgeyo/Marakwet,Keiyo North,Tambach,Kipka,4240144,35.5162224,0.56823,0,32,0
Elgeyo/Marakwet,Keiyo South,Chepkorio,Kapalwat,4240211,35.5401731,0.3447932,0,30,0
Elgeyo/Marakwet,Keiyo South,Chepkorio,Kamwago,4240212,35.5840609,0.365215,0,30,0
Elgeyo/Marakwet,Keiyo South,Kabiemit,Kipkabus Forest,4240221,35.5475367,0.2878994,0,30,0
Elgeyo/Marakwet,Keiyo South,Kabiemit,Kimwogo,4240222,35.5585709,0.2477069,0,30,0
Elgeyo/Marakwet,Keiyo South,Kabiemit,Tinone,4240223,35.5698481,0.2296173,0,30,0
Elgeyo/Marakwet,Keiyo South,Kaptarakwa,Chororget,4240231,35.5829042,0.3940125,2,30,7
Elgeyo/Marakwet,Keiyo South,Kaptarakwa,Toroplongon,4240232,35.5468939,0.4771139,1,30,3
Elgeyo/Marakwet,Keiyo South,Metkei,Kipsaos,4240241,35.596365,0.1737283,0,30,0
Elgeyo/Marakwet,Keiyo South,Metkei,Kiptengwer,4240242,35.5992028,0.2152703,0,30,0
Elgeyo/Marakwet,Keiyo South,Metkei,St. Patrick Kabirirsus,4240243,35.6541744,0.1762626,0,30,0
Elgeyo/Marakwet,Keiyo South,Soy North,Simit,4240251,35.6011041,0.3751188,0,30,0
Elgeyo/Marakwet,Keiyo South,Soy North,Surmo Primary,4240252,35.5487021,0.4902077,1,30,3
Elgeyo/Marakwet,Keiyo South,Soy South,Kalwal,4240261,35.6143928,0.2769905,0,31,0
Elgeyo/Marakwet,Keiyo South,Soy South,Kimwarer,4240262,35.6431368,0.3171293,0,30,0
Elgeyo/Marakwet,Keiyo South,Soy South,Kapkosom,4240263,35.7090285,0.2201124,0,30,0
Elgeyo/Marakwet,Marakwet East,Embobut / Embulot,Maron,4240311,35.5800491,1.2328091,3,33,9
Elgeyo/Marakwet,Marakwet East,Embobut / Embulot,Boroko,4240312,35.6056166,1.2648136,0,30,0
Elgeyo/Marakwet,Marakwet East,Embobut / Embulot,Kapchebau Pri,4240313,35.5998286,1.162432,0,32,0
Elgeyo/Marakwet,Marakwet East,Endo,Tot,4240321,35.6564256,1.2061399,0,32,0
Elgeyo/Marakwet,Marakwet East,Endo,Kimongo Pri,4240322,35.6536019,1.2347946,0,31,0
Elgeyo/Marakwet,Marakwet East,Endo,Chesongoch Pri,4240323,35.6454249,1.1276416,1,32,3
Elgeyo/Marakwet,Marakwet East,Endo,Sangach Pri,4240324,35.6319379,1.2729738,0,31,0
Elgeyo/Marakwet,Marakwet East,Kapyego,Kapyego Pri,4240331,35.4759673,1.1520984,2,32,6
Elgeyo/Marakwet,Marakwet East,Kapyego,Kararia Pri,4240332,35.4965252,1.1218295,0,32,0
Elgeyo/Marakwet,Marakwet East,Kapyego,Tangul,4240333,35.4940327,1.1588121,0,32,0
Elgeyo/Marakwet,Marakwet East,Kapyego,Kapchemurkeldet,4240334,35.4583423,1.1034086,0,33,0
Elgeyo/Marakwet,Marakwet East,Sambirir,Tirap Pri,4240341,35.6007744,1.1313766,0,32,0
Elgeyo/Marakwet,Marakwet East,Sambirir,Metipsoo,4240342,35.5865711,1.0446133,0,32,0
Elgeyo/Marakwet,Marakwet East,Sambirir,Chugor Pri,4240343,35.615829,1.0762504,1,33,3
Elgeyo/Marakwet,Marakwet East,Sambirir,Mogil Primary School,4240344,35.6296001,1.0516081,0,32,0
Elgeyo/Marakwet,Marakwet West,Arror,Arror Pri,4240411,35.6098443,0.9508693,0,30,0
Elgeyo/Marakwet,Marakwet West,Arror,Kapchemuta,4240412,35.6157488,0.9721143,0,30,0
Elgeyo/Marakwet,Marakwet West,Cherang.any/Chebororwa,Lamaon Primary,4240421,35.3988178,0.9518727,0,30,0
Elgeyo/Marakwet,Marakwet West,Cherang.any/Chebororwa,Kamuseny,4240422,35.3618743,0.9875449,0,30,0
Elgeyo/Marakwet,Marakwet West,Cherang.any/Chebororwa,Chebororwa,4240423,35.3942308,0.9440916,0,30,0
Elgeyo/Marakwet,Marakwet West,Kapsowar,Kapsowar Pri,4240431,35.5584749,0.9791451,0,30,0
Elgeyo/Marakwet,Marakwet West,Kapsowar,Kaptabuk,4240432,35.5639584,0.9107934,0,30,0
Elgeyo/Marakwet,Marakwet West,Lelan (Marakwet West),Kapsait,4240441,35.3852589,1.136261,0,30,0
Elgeyo/Marakwet,Marakwet West,Lelan (Marakwet West),Kaptalamwa Pri,4240442,35.4325811,1.1002466,0,30,0
Elgeyo/Marakwet,Marakwet West,Lelan (Marakwet West),Chemosong Primary,4240443,35.4144166,1.1610468,0,30,0
Elgeyo/Marakwet,Marakwet West,Moiben/Kuserwo,Kimnai,4240451,35.4447972,1.0295529,0,30,0
Elgeyo/Marakwet,Marakwet West,Moiben/Kuserwo,Cheptongei Pri,4240452,35.5155981,0.9412773,0,30,0
Elgeyo/Marakwet,Marakwet West,Sengwer,Kapkanyar,4240461,35.3158832,1.1116191,0,30,0
Elgeyo/Marakwet,Marakwet West,Sengwer,Chesubet,4240462,35.2827143,1.0651461,0,30,0
Elgeyo/Marakwet,Marakwet West,Sengwer,Kamoi Pri,4240463,35.2565438,1.0821876,0,30,0
Kisii,Bobasi,Basi Bogetaorio,Rikura Dok,4250111,34.8282044,-0.9163337,3,30,10
Kisii,Bobasi,Basi Bogetaorio,Nyangoso Sda Pr,4250112,34.8367184,-0.9322459,5,30,17
Kisii,Bobasi,Basi Central,Itibonge Deb,4250121,34.8287832,-0.7866763,3,30,10
Kisii,Bobasi,Bobasi Boitangare,Boitangare,4250131,34.8146527,-0.7986069,6,30,20
Kisii,Bobasi,Bobasi Boitangare,Keigameres.d.a,4250132,34.8174854,-0.8066371,2,30,7
Kisii,Bobasi,Bobasi Chache,Nyamonema Pri,4250141,34.7400002,-0.7131151,2,30,7
Kisii,Bobasi,Bobasi Chache,Nyabonge,4250142,34.7384308,-0.7546359,4,30,13
Kisii,Bobasi,Masige East,Kionyo Deb,4250151,34.7803197,-0.8164428,2,30,7
Kisii,Bobasi,Masige East,Nyabite Pri,4250152,34.8494822,-0.7475403,3,30,10
Kisii,Bobasi,Masige West,Nyabisase Pri,4250161,34.7637105,-0.8450811,2,30,7
Kisii,Bobasi,Masige West,Orogare Dok Pri,4250162,34.7515963,-0.8165718,1,30,3
Kisii,Bobasi,Nyacheki,Nyachecki Dok,4250171,34.864107,-0.9037402,2,30,7
Kisii,Bobasi,Nyacheki,Naikuru Pag,4250172,34.8904021,-0.9011298,3,31,10
Kisii,Bobasi,Sameta/Mokwerero,Nyambunde,4250181,34.8003039,-0.7850911,5,29,17
Kisii,Bobasi,Sameta/Mokwerero,Nyamokenye Dok,4250182,34.7673467,-0.7943766,3,30,10
Kisii,Bomachoge Borabu,Bokimonge,Kerongorori Sda,4250211,34.7467058,-0.880754,1,30,3
Kisii,Bomachoge Borabu,Bokimonge,Maiga,4250212,34.7512865,-0.9444124,12,31,39
Kisii,Bomachoge Borabu,Bokimonge,Metembe Dok,4250213,34.7427763,-0.8622868,3,30,10
Kisii,Bomachoge Borabu,Bombaba Borabu,Oroche Pri,4250221,34.7571051,-0.8630117,5,30,17
Kisii,Bomachoge Borabu,Bombaba Borabu,Igorera Pag,4250222,34.7646933,-0.8857333,3,30,10
Kisii,Bomachoge Borabu,Bombaba Borabu,Magena,4250223,34.7942968,-0.9010747,3,30,10
Kisii,Bomachoge Borabu,Bombaba Borabu,Getumo Pri,4250224,34.7815251,-0.8836268,2,30,7
Kisii,Bomachoge Borabu,Boochi Borabu,Nyambunwa,4250231,34.8040602,-0.9220839,5,30,17
Kisii,Bomachoge Borabu,Boochi Borabu,Omosobwa,4250232,34.8151438,-0.9087172,3,30,10
Kisii,Bomachoge Borabu,Boochi Borabu,Ritembu,4250233,34.8073953,-0.8893598,3,30,10
Kisii,Bomachoge Borabu,Boochi Borabu,Nyamesocho,4250234,34.8212816,-0.9355049,5,30,17
Kisii,Bomachoge Borabu,Magenche,Itongo Pri,4250241,34.7017401,-0.9078576,1,30,3
Kisii,Bomachoge Borabu,Magenche,Mokubo,4250242,34.713363,-0.9004959,2,30,7
Kisii,Bomachoge Borabu,Magenche,Riaima,4250243,34.7323665,-0.9349159,6,30,20
Kisii,Bomachoge Borabu,Magenche,Rianyangita,4250244,34.7151702,-0.9365916,3,30,10
Kisii,Bomachoge Chache,Boochi/Tendere,Getuki Pri,4250311,34.7446736,-0.8427002,3,30,10
Kisii,Bomachoge Chache,Boochi/Tendere,Kebere Pri,4250312,34.7294619,-0.7823701,0,30,0
Kisii,Bomachoge Chache,Boochi/Tendere,Bombaba Dok,4250313,34.7610855,-0.8562875,1,30,3
Kisii,Bomachoge Chache,Boochi/Tendere,Maroba Pri,4250314,34.6945568,-0.792329,5,30,17
Kisii,Bomachoge Chache,Boochi/Tendere,Nyamiobo Dok,4250315,34.7184867,-0.8060555,4,30,13
Kisii,Bomachoge Chache,Bosoti/Sengera,Nyarenda Deb,4250321,34.7091712,-0.8358786,4,30,13
Kisii,Bomachoge Chache,Bosoti/Sengera,Itare,4250322,34.7179464,-0.8290653,0,30,0
Kisii,Bomachoge Chache,Bosoti/Sengera,Nyakenyerere Deb,4250323,34.6832187,-0.8858015,3,30,10
Kisii,Bomachoge Chache,Bosoti/Sengera,Nyamiobo,4250324,34.6997081,-0.8634391,4,30,13
Kisii,Bomachoge Chache,Bosoti/Sengera,Nyabioto,4250325,34.7128406,-0.8608587,2,30,7
Kisii,Bomachoge Chache,Majoge Basi,Egetuki Dok,4250331,34.7163316,-0.7731122,0,30,0
Kisii,Bomachoge Chache,Majoge Basi,Itabago,4250332,34.6836028,-0.7571263,1,30,3
Kisii,Bomachoge Chache,Majoge Basi,Nyamoronga Dok,4250333,34.7092617,-0.726405,0,30,0
Kisii,Bomachoge Chache,Majoge Basi,Nyamaonde Deb,4250334,34.7141788,-0.7409751,1,30,3
Kisii,Bomachoge Chache,Majoge Basi,Nyataro Pri,4250335,34.7013209,-0.7632628,1,30,3
Kisii,Bonchari,Bogiakumu,Rianyapara Elck,4250411,34.7180804,-0.66432,3,30,10
Kisii,Bonchari,Bogiakumu,Nyakungu Pri,4250412,34.7274289,-0.6638537,2,31,6
Kisii,Bonchari,Bogiakumu,Mosando Sda,4250413,34.7359791,-0.6777166,0,30,0
Kisii,Bonchari,Bomariba,Oriangi Pri,4250421,34.6743745,-0.6134518,0,30,0
Kisii,Bonchari,Bomariba,Bomariba Pri,4250422,34.6983201,-0.648032,0,30,0
Kisii,Bonchari,Bomariba,Riamagige,4250423,34.7066019,-0.6422386,4,30,13
Kisii,Bonchari,Bomariba,Nyabimwa Pri,4250424,34.6856496,-0.6308494,5,30,17
Kisii,Bonchari,Bomorenda,Rianyabaro,4250431,34.7246636,-0.6900359,2,31,6
Kisii,Bonchari,Bomorenda,Suneka Deb Pri,4250432,34.7017017,-0.6761079,0,30,0
Kisii,Bonchari,Bomorenda,Itierio Mixed Pri,4250433,34.7187108,-0.6781441,2,31,6
Kisii,Bonchari,Bomorenda,Ekerubo Deb,4250434,34.7423206,-0.7022323,2,31,6
Kisii,Bonchari,Riana,Etureti D.o.k,4250441,34.684164,-0.7041871,5,30,17
Kisii,Bonchari,Riana,Kerina Elck Pri,4250442,34.6607666,-0.6982259,0,30,0
Kisii,Bonchari,Riana,Moguga Dok,4250443,34.6605953,-0.6226896,0,30,0
Kisii,Bonchari,Riana,Mwata Elck Pri,4250444,34.6492866,-0.6811096,0,30,0
Kisii,Kitutu Chache North,Kegogi,Metembe Dok (Kegogi),4250511,34.855128,-0.5262672,7,30,23
Kisii,Kitutu Chache North,Kegogi,Ngokoro Cog,4250512,34.8209717,-0.5556065,2,30,7
Kisii,Kitutu Chache North,Kegogi,Riragi,4250513,34.8548532,-0.5410928,10,30,33
Kisii,Kitutu Chache North,Marani,Gesabakwa Dok,4250521,34.7636572,-0.5888574,1,30,3
Kisii,Kitutu Chache North,Marani,Rikenye Dok,4250522,34.7743704,-0.5613348,1,30,3
Kisii,Kitutu Chache North,Marani,Nyasore Sda,4250523,34.770909,-0.5739428,0,30,0
Kisii,Kitutu Chache North,Marani,Eramba Pag,4250524,34.781477,-0.548224,1,30,3
Kisii,Kitutu Chache North,Monyerero,Nyandiba Deb,4250531,34.8301947,-0.5855026,1,30,3
Kisii,Kitutu Chache North,Monyerero,Omogumo Deb,4250532,34.8685677,-0.519921,3,30,10
Kisii,Kitutu Chache North,Monyerero,Eronge Deb,4250533,34.834619,-0.5740331,0,30,0
Kisii,Kitutu Chache North,Monyerero,Nyankanda Dok,4250534,34.8652289,-0.5100294,0,30,0
Kisii,Kitutu Chache North,Sensi,Nyagoto Deb,4250541,34.8069012,-0.5436824,3,30,10
Kisii,Kitutu Chache North,Sensi,Kemanko,4250542,34.8089111,-0.5524326,2,30,7
Kisii,Kitutu Chache North,Sensi,Rioma,4250543,34.789903,-0.5439993,8,30,27
Kisii,Kitutu Chache North,Sensi,Raah Popular,4250544,34.8198504,-0.5848201,2,30,7
Kisii,Kitutu Chache South,Bogeka,St Peters Soko D.o.k,4250611,34.7469451,-0.6078785,2,30,7
Kisii,Kitutu Chache South,Bogeka,Bogeka Pag,4250612,34.7210516,-0.6324804,11,30,37
Kisii,Kitutu Chache South,Bogeka,St Marys Mosocho,4250613,34.7457575,-0.6007618,0,30,0
Kisii,Kitutu Chache South,Bogusero,St Francis Bototo Dok,4250621,34.7196355,-0.6060458,4,30,13
Kisii,Kitutu Chache South,Bogusero,Nyabiyongo Dok,4250622,34.7187925,-0.5927011,1,30,3
Kisii,Kitutu Chache South,Bogusero,Rwora D.o.k,4250623,34.7051692,-0.6068171,0,30,0
Kisii,Kitutu Chache South,Kitutu Central,Getembe,4250631,34.7624615,-0.6748893,0,30,0
Kisii,Kitutu Chache South,Kitutu Central,Daraja Mbili,4250632,34.7664356,-0.6648934,0,30,0
Kisii,Kitutu Chache South,Kitutu Central,Jogoo Sa,4250633,34.7797161,-0.6765445,0,30,0
Kisii,Kitutu Chache South,Nyakoe,Kisii Embasi,4250641,34.7549456,-0.637029,0,30,0
Kisii,Kitutu Chache South,Nyakoe,Nyagisai,4250642,34.7793535,-0.608759,1,30,3
Kisii,Kitutu Chache South,Nyakoe,Iranda Mercy,4250643,34.7873704,-0.6309102,1,30,3
Kisii,Kitutu Chache South,Nyatieko,Nyamorenyo,4250651,34.7738389,-0.6418507,0,30,0
Kisii,Kitutu Chache South,Nyatieko,Nyatieko Sda,4250652,34.7985984,-0.6401589,6,30,20
Kisii,Kitutu Chache South,Nyatieko,Kiogo,4250653,34.7990498,-0.6587868,2,30,7
Kisii,Nyaribari Chache,Birongo,Irondi,4250711,34.8784891,-0.7854381,3,30,10
Kisii,Nyaribari Chache,Birongo,Biombe Sda,4250712,34.8790817,-0.7459643,1,30,3
Kisii,Nyaribari Chache,Bobaracho,Kegati Dok Pri,4250721,34.7981747,-0.7024575,4,30,13
Kisii,Nyaribari Chache,Bobaracho,Nyanko Deb,4250722,34.8073506,-0.720115,1,30,3
Kisii,Nyaribari Chache,Bobaracho,Kisii Campus,4250723,34.7813633,-0.69059,0,30,0
Kisii,Nyaribari Chache,Ibeno,Riangabi Deb,4250731,34.8177313,-0.7758223,1,30,3
Kisii,Nyaribari Chache,Ibeno,Chirichiro Pri,4250732,34.8370471,-0.7680793,0,30,0
Kisii,Nyaribari Chache,Keumbu,Eremo Dok,4250741,34.854814,-0.7372984,1,30,3
Kisii,Nyaribari Chache,Keumbu,Geterere Dok,4250742,34.8329155,-0.7352971,3,30,10
Kisii,Nyaribari Chache,Keumbu,Nyosia Pri,4250743,34.8280167,-0.719235,1,30,3
Kisii,Nyaribari Chache,Kiogoro,Esamba Dok,4250751,34.8111936,-0.7135973,5,30,17
Kisii,Nyaribari Chache,Kiogoro,Boronyi Deb,4250752,34.7724091,-0.7358215,0,30,0
Kisii,Nyaribari Chache,Kisii Central,Polister,4250761,34.819612,-0.707718,0,30,0
Kisii,Nyaribari Chache,Kisii Central,Adams,4250762,34.7477221,-0.6636579,1,30,3
Kisii,Nyaribari Chache,Kisii Central,Kiamabundu Dok,4250763,34.7624496,-0.699013,2,30,7
Kisii,Nyaribari Masaba,Gesusu,Mesabisabi,4250811,34.9189484,-0.8913241,5,30,17
Kisii,Nyaribari Masaba,Gesusu,Getacho,4250812,34.9058364,-0.8711511,0,30,0
Kisii,Nyaribari Masaba,Gesusu,Kegogi,4250813,34.8613436,-0.8201512,1,30,3
Kisii,Nyaribari Masaba,Ichuni,Kemuga,4250821,34.9210268,-0.7715169,4,32,12
Kisii,Nyaribari Masaba,Ichuni,Rianyoka Sda,4250822,34.9219889,-0.7821361,3,32,9
Kisii,Nyaribari Masaba,Ichuni,Nyamoiseke Muya D.o.k,4250823,34.9206976,-0.7950773,0,32,0
Kisii,Nyaribari Masaba,Kiamokama,Kiamokama Township,4250831,34.8816846,-0.8300763,4,30,13
Kisii,Nyaribari Masaba,Kiamokama,Nyamagesa Deb,4250832,34.9365524,-0.8219717,1,30,3
Kisii,Nyaribari Masaba,Kiamokama,Mochengo Sda,4250833,34.8957613,-0.8348784,4,30,13
Kisii,Nyaribari Masaba,Masimba,Ramasha Dok,4250841,34.9762774,-0.898589,1,30,3
Kisii,Nyaribari Masaba,Masimba,Sirirokwe,4250842,34.955504,-0.8685312,0,32,0
Kisii,Nyaribari Masaba,Masimba,Engorwa,4250843,34.9561001,-0.8523484,1,32,3
Kisii,Nyaribari Masaba,Nyamasibi,Matibo,4250851,34.9689583,-0.8559717,3,32,9
Kisii,Nyaribari Masaba,Nyamasibi,Ebachwa Dok,4250852,34.9585868,-0.8345649,2,32,6
Kisii,Nyaribari Masaba,Nyamasibi,Nyagachi D.e.b,4250853,34.9796432,-0.8397503,1,32,3
Kisii,South Mugirango,Bogetenga,Kiomabundu,4250911,34.6860147,-0.7966934,0,32,0
Kisii,South Mugirango,Bogetenga,Esaka Dok,4250912,34.662692,-0.7949827,5,32,16
Kisii,South Mugirango,Boikang A,Nyabisase Deb,4250921,34.6545116,-0.8172901,6,32,19
Kisii,South Mugirango,Boikang A,Igare Deb,4250922,34.6931681,-0.8077974,1,32,3
Kisii,South Mugirango,Boikang A,Kabonyo,4250923,34.6598737,-0.8069079,3,32,9
Kisii,South Mugirango,Borabu / Chitago,Nyabikondo Pri,4250931,34.6694204,-0.8982376,6,32,19
Kisii,South Mugirango,Borabu / Chitago,Nyangweta Sda B,4250932,34.6766176,-0.8971492,4,32,12
Kisii,South Mugirango,Getenga,Maroo Deb,4250941,34.6436271,-0.923831,9,32,28
Kisii,South Mugirango,Getenga,St Mark Ritaro,4250942,34.6472242,-0.9414993,5,32,16
Kisii,South Mugirango,Getenga,Gekongo Dok,4250943,34.6609374,-0.9148386,13,32,41
Kisii,South Mugirango,Moticho,Ayora,4250951,34.61859,-0.8569373,15,32,47
Kisii,South Mugirango,Moticho,Moticho Sda,4250952,34.631484,-0.8878842,2,32,6
Kisii,South Mugirango,Tabaka,Egetonto Pri,4250961,34.6400273,-0.7392678,3,32,9
Kisii,South Mugirango,Tabaka,Rigena Sda,4250962,34.6294268,-0.7377619,6,32,19
Kisii,South Mugirango,Tabaka,Nyabigege,4250963,34.658814,-0.7274931,6,32,19
Nyamira,Borabu,Esise,Ensakia,4260111,35.0395005,-0.7696805,0,30,0
Nyamira,Borabu,Esise,Endemu Dok,4260112,34.9885163,-0.8344786,0,30,0
Nyamira,Borabu,Esise,Riangombe Dok,4260113,35.0039029,-0.8409461,1,30,3
Nyamira,Borabu,Kiabonyoru,Nyamiranga Deb,4260121,35.0235364,-0.6010935,7,24,29
Nyamira,Borabu,Kiabonyoru,Omonono Dok,4260122,34.9989094,-0.6214688,2,30,7
Nyamira,Borabu,Kiabonyoru,Nyageita Dok,4260123,34.9747402,-0.6085416,3,30,10
Nyamira,Borabu,Kiabonyoru,Kiabonyoru Sda,4260124,34.9941259,-0.5835751,2,30,7
Nyamira,Borabu,Mekenene,Mekenene Deb,4260131,35.0444305,-0.7155859,1,30,3
Nyamira,Borabu,Mekenene,Magura Deb,4260132,35.0374801,-0.6399346,5,30,17
Nyamira,Borabu,Mekenene,Mwongori,4260133,35.0352175,-0.690307,1,30,3
Nyamira,Borabu,Mekenene,Kitaru Dok,4260134,35.044857,-0.6160328,3,30,10
Nyamira,Borabu,Nyansiongo,Omosocho Sda,4260141,34.978663,-0.7617539,3,22,14
Nyamira,Borabu,Nyansiongo,Gesibei Dok,4260142,35.0192279,-0.7518378,0,22,0
Nyamira,Borabu,Nyansiongo,Nyandoche Ibere Pr,4260143,35.010341,-0.7342709,0,22,0
Nyamira,Borabu,Nyansiongo,Masige Pri,4260144,35.0021888,-0.7502612,1,22,5
Nyamira,Kitutu Masaba,Gachuba,Kuja Dok,4260211,34.9010534,-0.6994645,2,30,7
Nyamira,Kitutu Masaba,Gachuba,Nyasumi Dok,4260212,34.902226,-0.7095588,1,30,3
Nyamira,Kitutu Masaba,Gesima,Riooga Deb,4260221,34.981775,-0.6831396,0,30,0
Nyamira,Kitutu Masaba,Gesima,Karantini Sda,4260222,34.9509279,-0.7197991,0,30,0
Nyamira,Kitutu Masaba,Gesima,Nyantaro Deb,4260223,34.9389268,-0.6797122,0,30,0
Nyamira,Kitutu Masaba,Kemera,Ekerubo Dok,4260231,34.8462317,-0.6598299,1,30,3
Nyamira,Kitutu Masaba,Kemera,Kiendege Pri,4260232,34.8389527,-0.7026626,0,30,0
Nyamira,Kitutu Masaba,Magombo,Kenyamware Deb,4260241,34.9268484,-0.6823226,1,30,3
Nyamira,Kitutu Masaba,Magombo,Kenyerere Pag,4260242,34.924723,-0.6669706,1,30,3
Nyamira,Kitutu Masaba,Magombo,Nyambaria Pri,4260243,34.913183,-0.6623481,0,30,0
Nyamira,Kitutu Masaba,Manga,Nyakongo Pri,4260251,34.8622178,-0.6205305,0,30,0
Nyamira,Kitutu Masaba,Manga,Morako Pri,4260252,34.8449395,-0.6240458,1,30,3
Nyamira,Kitutu Masaba,Rigoma,Borabu Pri,4260261,34.9283884,-0.7253094,2,30,7
Nyamira,Kitutu Masaba,Rigoma,Rigoma Pri,4260262,34.9159097,-0.7011222,0,30,0
Nyamira,Kitutu Masaba,Rigoma,Nyankoba Sda,4260263,34.9098497,-0.7524804,1,30,3
Nyamira,North Mugirango,Bokeira,Mogongo Deb,4260311,34.9406263,-0.4711824,3,30,10
Nyamira,North Mugirango,Bokeira,Nyamonge Dok,4260312,34.9788753,-0.4576021,3,30,10
Nyamira,North Mugirango,Bokeira,Giosoya Deb,4260313,34.9638653,-0.4813344,6,30,20
Nyamira,North Mugirango,Bomwagamo,Monyara,4260321,34.934308,-0.5164339,3,30,10
Nyamira,North Mugirango,Bomwagamo,Kebariga Deb,4260322,34.9632149,-0.5068716,4,30,13
Nyamira,North Mugirango,Bomwagamo,Itibo Deb,4260323,34.9439245,-0.5147753,0,30,0
Nyamira,North Mugirango,Ekerenyo,Sere Pri,4260331,35.0066504,-0.4999991,1,30,3
Nyamira,North Mugirango,Ekerenyo,Kea Deb,4260332,34.9923995,-0.5262461,0,11,0
Nyamira,North Mugirango,Itibo,Nyamwanchania P.a.g,4260341,35.0043808,-0.5645839,2,30,7
Nyamira,North Mugirango,Itibo,Kenyoro Elck,4260342,34.969723,-0.5492123,2,30,7
Nyamira,North Mugirango,Itibo,Ekerubo Gietai Day,4260343,35.0089037,-0.5360281,1,30,3
Nyamira,North Mugirango,Magwagwa,Nyangina Deb,4260351,34.9625467,-0.4583429,0,30,0
Nyamira,North Mugirango,Magwagwa,Esamba P.a.g,4260352,35.0296831,-0.4667556,0,30,0
Nyamira,North Mugirango,Magwagwa,Nyaututu Sda,4260353,35.0044512,-0.4347323,0,30,0
Nyamira,West Mugirango,Bogichora,Sironga Pri,4260411,34.9184285,-0.5935167,8,30,27
Nyamira,West Mugirango,Bogichora,Geta Pri,4260412,34.9805016,-0.6507177,1,31,3
Nyamira,West Mugirango,Bogichora,Bosiango Elck,4260413,34.9489864,-0.63745,1,30,3
Nyamira,West Mugirango,Bonyamatuta,Riasindani Primary,4260421,34.970252,-0.6235176,3,30,10
Nyamira,West Mugirango,Bonyamatuta,Kenyerere Primary,4260422,34.9243017,-0.6545562,4,30,13
Nyamira,West Mugirango,Bonyamatuta,Kenyenya Primary,4260423,34.9892426,-0.6455046,0,31,0
Nyamira,West Mugirango,Bosamaro,Riakimai Deb,4260431,34.9395185,-0.6650943,0,30,0
Nyamira,West Mugirango,Bosamaro,Gesiaga Pri,4260432,34.914325,-0.61578,6,30,20
Nyamira,West Mugirango,Bosamaro,Nyagachi Deb,4260433,34.9614421,-0.6625912,2,30,7
Nyamira,West Mugirango,Bosamaro,Enchoro Dok,4260434,35.0149977,-0.6755974,6,30,20
Nyamira,West Mugirango,Nyamaiya,Tonga Deb,4260441,34.9113359,-0.5184923,2,30,7
Nyamira,West Mugirango,Nyamaiya,Ratandi Pri,4260442,34.928214,-0.5107535,1,30,3
